3.2871,0.0560016,0.00448712,5.02924e-05,-2.50243
5.30399,0.198266,0.0167812,0.000376233,-5.0046
6.37845,0.388197,0.0332188,0.00113137,-7.50547
6.94755,0.605515,0.0518004,0.00238127,-10.003
7.2439,0.839421,0.0714539,0.00414663,-12.4946
7.39121,1.08405,0.0916015,0.0064252,-14.9769
7.45531,1.33611,0.111929,0.00920297,-17.4465
7.47115,1.59368,0.132263,0.0124599,-19.8997
7.45731,1.85553,0.152504,0.0161732,-22.3325
7.42365,2.12081,0.172594,0.0203184,-24.741
7.3754,2.38887,0.192498,0.0248708,-27.1209
7.31532,2.65915,0.212189,0.0298055,-29.4681
7.2449,2.93114,0.231651,0.0350984,-31.7783
7.16494,3.20436,0.250868,0.0407254,-34.0469
7.07589,3.47831,0.269828,0.0466635,-36.2696
6.97803,3.75251,0.288519,0.0528904,-38.442
6.87155,4.02646,0.30693,0.0593846,-40.5594
6.75661,4.29965,0.325052,0.0661259,-42.6175
6.63337,4.57158,0.342875,0.0730948,-44.6119
6.50198,4.84172,0.360388,0.0802733,-46.5381
6.36261,5.10955,0.377581,0.0876443,-48.3921
6.21545,5.37453,0.394446,0.0951922,-50.1696
6.0607,5.63614,0.410972,0.102902,-51.8669
5.89857,5.89383,0.42715,0.110762,-53.48
5.72929,6.14706,0.442969,0.118759,-55.0057
5.55311,6.39532,0.458419,0.126883,-56.4405
5.37029,6.63806,0.47349,0.135124,-57.7814
5.1811,6.87477,0.488172,0.143475,-59.0259
4.9858,7.10493,0.502455,0.151929,-60.1715
4.7847,7.32806,0.516327,0.16048,-61.2163
4.57808,7.54367,0.529779,0.169124,-62.1584
4.36625,7.75129,0.542799,0.177859,-62.9967
4.14951,7.95048,0.555377,0.186681,-63.7302
3.92817,8.14082,0.567502,0.195589,-64.3583
3.70254,8.3219,0.579163,0.204583,-64.881
3.47295,8.49335,0.590349,0.213664,-65.2984
3.2397,8.65482,0.60105,0.222831,-65.6113
3.0031,8.806,0.611254,0.232087,-65.8206
2.76349,8.94661,0.620952,0.241433,-65.9277
2.52116,9.07638,0.630132,0.250871,-65.9343
2.27643,9.19509,0.638785,0.260404,-65.8427
2.02962,9.30257,0.6469,0.270034,-65.6552
1.78103,9.39865,0.654468,0.279762,-65.3746
1.53096,9.48322,0.66148,0.289592,-65.0039
1.27973,9.55618,0.667925,0.299525,-64.5464
1.02762,9.61749,0.673795,0.309562,-64.0057
0.774936,9.66713,0.679082,0.319704,-63.3854
0.52197,9.70511,0.683777,0.32995,-62.6896
0.26901,9.73147,0.687873,0.340301,-61.9224
0.0163382,9.74629,0.691363,0.350755,-61.0879
-0.235765,9.74966,0.69424,0.36131,-60.1904
-0.487025,9.74172,0.696497,0.371962,-59.2345
-0.737171,9.72262,0.69813,0.382708,-58.2244
-0.985941,9.69253,0.699132,0.393542,-57.1648
-1.23307,9.65166,0.6995,0.404458,-56.06
-1.47832,9.60021,0.69923,0.415449,-54.9145
-1.72142,9.53843,0.698318,0.426507,-53.7327
-1.96215,9.46656,0.696762,0.437622,-52.519
-2.20026,9.38486,0.69456,0.448783,-51.2775
-2.43553,9.29362,0.691711,0.45998,-50.0124
-2.66774,9.19311,0.688214,0.4712,-48.7277
-2.89668,9.08363,0.68407,0.482429,-47.4275
-3.12213,8.96547,0.67928,0.493653,-46.1153
-3.34391,8.83895,0.673846,0.504856,-44.7949
-3.56182,8.70436,0.667771,0.516022,-43.4696
-3.77567,8.56202,0.661057,0.527134,-42.1429
-3.9853,8.41223,0.653711,0.538175,-40.8178
-4.19053,8.2553,0.645736,0.549125,-39.4973
-4.39121,8.09154,0.637139,0.559967,-38.1842
-4.58718,7.92126,0.627928,0.57068,-36.8811
-4.7783,7.74474,0.61811,0.581244,-35.5905
-4.96444,7.5623,0.607694,0.59164,-34.3147
-5.14547,7.37421,0.59669,0.601846,-33.0558
-5.32127,7.18076,0.585108,0.611842,-31.8157
-5.49171,6.98223,0.57296,0.621607,-30.5964
